,lot_number,miles,transmission,fuel,drive,name,make,year,auction
218,66094654,128.393,Automatic,Gas,Front-wheel,2019 CHEVROLET TRAVERSE LT,Chevrolet,2019,WV - CHARLESTON
219,66197324,192.687,Automatic,Gas,Front-wheel,2015 FORD TAURUS LIMITED,Ford,2015,NC - RALEIGH
220,66561754,125.67,Automatic,Gas,Front-wheel,2016 CHEVROLET MALIBU LT,Chevrolet,2016,TN - NASHVILLE
221,66602144,163.122,Automatic,Gas,Front-wheel,2016 NISSAN MAXIMA 3.5S,Nissan,2016,CA - SAN JOSE
222,66602224,102.486,Automatic,Gas,Front-wheel,2018 KIA SOUL,KIA,2018,TX - CORPUS CHRISTI
223,66800604,122.905,Automatic,Gas,Rear-wheel,2014 CHEVROLET SILVERADO C1500,Chevrolet,2014,LA - BATON ROUGE
224,66815944,122.582,Automatic,Gas,Rear-wheel,2014 CADILLAC ATS,Cadillac,2014,FL - OCALA
225,66962624,78.51,Automatic,Gas,Front-wheel,2021 NISSAN MURANO SV,Nissan,2021,FL - ORLANDO NORTH
226,66978314,212.822,Automatic,Gas,Rear-wheel,2020 TOYOTA TACOMA DOUBLE CAB,Toyota,2020,TX - CORPUS CHRISTI
227,67032654,109.885,Automatic,Gas,Front-wheel,2015 VOLVO XC60 T6 PLATINUM,Volvo,2015,MS - JACKSON
228,67090314,188.638,Automatic,Gas,4x4,2014 FORD EXPLORER SPORT,Ford,2014,MA - SOUTH BOSTON
229,67127034,212.092,Automatic,Gas,Front-wheel,2014 NISSAN MAXIMA S,Nissan,2014,TX - LONGVIEW
230,67131094,147.428,Automatic,Gas,Front-wheel,2017 CHEVROLET MALIBU LS,Chevrolet,2017,FL - MIAMI NORTH
231,67147824,106.037,Automatic,Gas,Front-wheel,2016 DODGE JOURNEY SXT,Dodge,2016,TX - DALLAS SOUTH
232,67289944,123.85,Automatic,Gas,Rear-wheel,2017 FORD F150 SUPER CAB,Ford,2017,NY - LONG ISLAND
233,67290844,168.624,Automatic,Flexible,4x4,2014 FORD F150 SUPERCREW,Ford,2014,ID - BOISE
234,67393404,66.633,Automatic,Gas,Front-wheel,2023 TOYOTA CAMRY SE NIGHT SHADE,Toyota,2023,FL - MIAMI NORTH
235,67518494,176.02,Automatic,Diesel,4x4,2017 NISSAN TITAN XD SL,Nissan,2017,IA - DAVENPORT
236,67530414,104.682,Automatic,Gas,Front-wheel,2014 CHEVROLET SONIC LS,Chevrolet,2014,GA - TIFTON
237,67759384,41.131,Automatic,Gas,All,2023 MITSUBISHI OUTLANDER SPORT GT,Mitsubishi,2023,FL - ORLANDO SOUTH
238,67853014,81.92,Automatic,Gas,Front-wheel,2021 CHEVROLET SPARK 1LT,Chevrolet,2021,CA - ANTELOPE
239,68054064,118.461,Automatic,Gas,Front-wheel,2018 DODGE JOURNEY SE,Dodge,2018,GA - AUGUSTA
240,68098534,96.332,Automatic,Gas,Front-wheel,2023 TOYOTA RAV4 XLE,Toyota,2023,FL - MIAMI NORTH
241,68249834,74.487,Automatic,Flexible,Rear-wheel,2019 DODGE CHARGER SXT,Dodge,2019,NC - RALEIGH NORTH
242,68300954,37.527,Automatic,Flexible,All,2022 DODGE CHARGER SXT,Dodge,2022,DC - WASHINGTON DC
243,68465734,220.483,Automatic,Gas,Rear-wheel,2017 FORD F150 SUPER CAB,Ford,2017,GA - TIFTON
244,68466174,222.825,Automatic,Gas,Rear-wheel,2016 FORD F150 SUPER CAB,Ford,2016,GA - CARTERSVILLE
245,68687764,100.518,Automatic,Flexible,Front-wheel,2018 DODGE GRAND CARAVAN GT,Dodge,2018,MI - DETROIT
246,68689434,202.009,Automatic,Gas,Rear-wheel,2016 FORD F150 SUPERCREW,Ford,2016,NV - LAS VEGAS WEST
247,68936384,105.363,Automatic,Gas,Rear-wheel,2017 GMC SIERRA C1500 SLE,GMC,2017,AL - MOBILE
248,68992074,190.592,Automatic,Gas,Rear-wheel,2018 FORD F150 SUPER CAB,Ford,2018,MA - NORTH BOSTON
249,69086074,123.987,Automatic,Gas,4x4,2015 CHEVROLET SILVERADO K1500,Chevrolet,2015,MI - KINCHELOE
250,69118844,98.848,Automatic,Flexible,Front-wheel,2018 DODGE GRAND CARAVAN GT,Dodge,2018,MI - DETROIT
251,69119274,173.942,Automatic,Flexible,Rear-wheel,2014 FORD F150 SUPERCREW,Ford,2014,GA - CARTERSVILLE
252,69119284,155.57,Automatic,Flexible,Rear-wheel,2014 FORD F150 SUPER CAB,Ford,2014,GA - CARTERSVILLE
253,69282524,96.911,Automatic,Gas,Front-wheel,2018 FORD FUSION SE,Ford,2018,WV - CHARLESTON
254,69418694,175.905,Automatic,Gas,Rear-wheel,2019 CHEVROLET COLORADO,Chevrolet,2019,AZ - PHOENIX
255,69493084,142.054,Automatic,Gas,Rear-wheel,2018 FORD F150 SUPERCREW,Ford,2018,AL - TANNER
256,69645964,193.146,Automatic,Gas,Front-wheel,2020 CHEVROLET EQUINOX LT,Chevrolet,2020,TN - KNOXVILLE
257,69840954,131.33,Automatic,Flexible,Front-wheel,2019 CHRYSLER PACIFICA TOURING,Chrysler,2019,IL - CHICAGO NORTH
258,70046174,196.219,Automatic,Gas,Rear-wheel,2017 FORD F150 SUPERCREW,Ford,2017,OH - COLUMBUS
259,70274804,169.342,Automatic,Gas,4x4,2015 FORD EXPLORER POLICE INTERCEPTOR,Ford,2015,GA - TIFTON
260,78518263,51.851,Automatic,Gas,Front-wheel,2020 NISSAN SENTRA S,Nissan,2020,GA - SAVANNAH
261,63803634,125.725,Automatic,Gas,All,2018 HYUNDAI SANTA FE SPORT,Hyundai,2018,GA - ATLANTA WEST
262,65910254,130.956,Automatic,Gas,Front-wheel,2016 CHEVROLET MALIBU LT,Chevrolet,2016,IL - CHICAGO SOUTH
263,58399954,73.981,Automatic,Gas,Front-wheel,2018 KIA FORTE LX,KIA,2018,CA - RANCHO CUCAMONGA
